Tamaño,Hilos,algoritmo,tiempo
4096,256,Paralelo V1,78337
4096,512,Paralelo V1,154040
4096,1024,Paralelo V1,330943
4096,2048,Paralelo V1,767354
4096,4096,Paralelo V1,1787054
4096,4095,Paralelo V2,1503567
4096,1,Secuencial,28
4096,1,Paralelo V1,45
4096,2,Paralelo V1,101
4096,4,Paralelo V1,202
4096,8,Paralelo V1,957
4096,16,Paralelo V1,3621
4096,32,Paralelo V1,10217
4096,64,Paralelo V1,18465
4096,128,Paralelo V1,47267
4096,256,Paralelo V1,84860
4096,512,Paralelo V1,168564
4096,1024,Paralelo V1,371114
4096,2048,Paralelo V1,810843
4096,4096,Paralelo V1,1848456
4096,4095,Paralelo V2,1601797
4096,1,Secuencial,28
4096,1,Paralelo V1,54
4096,2,Paralelo V1,159
4096,4,Paralelo V1,307
4096,8,Paralelo V1,1144
4096,16,Paralelo V1,3993
4096,32,Paralelo V1,10235
4096,64,Paralelo V1,18736
4096,128,Paralelo V1,44266
4096,256,Paralelo V1,81716
4096,512,Paralelo V1,159080
4096,1024,Paralelo V1,337510
4096,2048,Paralelo V1,754538
4096,4096,Paralelo V1,1627450
4096,4095,Paralelo V2,1424372
4096,1,Secuencial,22
4096,1,Paralelo V1,49
4096,2,Paralelo V1,91
4096,4,Paralelo V1,189
4096,8,Paralelo V1,871
4096,16,Paralelo V1,3185
4096,32,Paralelo V1,9224
4096,64,Paralelo V1,17633
4096,128,Paralelo V1,42595
4096,256,Paralelo V1,73399
4096,512,Paralelo V1,156351
4096,1024,Paralelo V1,320665
4096,2048,Paralelo V1,724360
4096,4096,Paralelo V1,1619948
4096,4095,Paralelo V2,1409194
4096,1,Secuencial,28
4096,1,Paralelo V1,146
4096,2,Paralelo V1,168
4096,4,Paralelo V1,341
4096,8,Paralelo V1,1425
4096,16,Paralelo V1,4677
4096,32,Paralelo V1,11963
4096,64,Paralelo V1,19099
4096,128,Paralelo V1,45817
4096,256,Paralelo V1,89535
4096,512,Paralelo V1,170706
4096,1024,Paralelo V1,464374
4096,2048,Paralelo V1,786546
4096,4096,Paralelo V1,1809364
4096,4095,Paralelo V2,1730513
4096,1,Secuencial,28
4096,1,Paralelo V1,71
4096,2,Paralelo V1,98
4096,4,Paralelo V1,218
4096,8,Paralelo V1,998
4096,16,Paralelo V1,3610
4096,32,Paralelo V1,10055
4096,64,Paralelo V1,18524
4096,128,Paralelo V1,46095
4096,256,Paralelo V1,117627
4096,512,Paralelo V1,228173
4096,1024,Paralelo V1,387511
4096,2048,Paralelo V1,855303
4096,4096,Paralelo V1,2132125
4096,4095,Paralelo V2,2020767
4096,1,Secuencial,28
4096,1,Paralelo V1,55
4096,2,Paralelo V1,148
4096,4,Paralelo V1,230
4096,8,Paralelo V1,1106
4096,16,Paralelo V1,3704
4096,32,Paralelo V1,10520
4096,64,Paralelo V1,19203
4096,128,Paralelo V1,44132
4096,256,Paralelo V1,85406
4096,512,Paralelo V1,164827
4096,1024,Paralelo V1,349706
4096,2048,Paralelo V1,880890
4096,4096,Paralelo V1,1767495
4096,4095,Paralelo V2,1674615
4096,1,Secuencial,28
4096,1,Paralelo V1,44
4096,2,Paralelo V1,95
4096,4,Paralelo V1,203
4096,8,Paralelo V1,989
4096,16,Paralelo V1,3576
4096,32,Paralelo V1,10238
4096,64,Paralelo V1,20570
4096,128,Paralelo V1,40096
4096,256,Paralelo V1,95612
4096,512,Paralelo V1,242751
4096,1024,Paralelo V1,365269
4096,2048,Paralelo V1,722747
4096,4096,Paralelo V1,1714200
4096,4095,Paralelo V2,1722306
4096,1,Secuencial,28
4096,1,Paralelo V1,58
4096,2,Paralelo V1,112
4096,4,Paralelo V1,260
4096,8,Paralelo V1,1144
4096,16,Paralelo V1,3834
4096,32,Paralelo V1,10337
4096,64,Paralelo V1,19816
4096,128,Paralelo V1,44359
4096,256,Paralelo V1,80108
4096,512,Paralelo V1,164524
4096,1024,Paralelo V1,381126
4096,2048,Paralelo V1,851080
4096,4096,Paralelo V1,1872836
4096,4095,Paralelo V2,1705463
4096,1,Secuencial,28
4096,1,Paralelo V1,81
4096,2,Paralelo V1,116
4096,4,Paralelo V1,255
4096,8,Paralelo V1,1196
4096,16,Paralelo V1,4197
4096,32,Paralelo V1,10763
4096,64,Paralelo V1,20561
4096,128,Paralelo V1,43998
4096,256,Paralelo V1,82165
4096,512,Paralelo V1,164843
4096,1024,Paralelo V1,344833
4096,2048,Paralelo V1,816435
4096,4096,Paralelo V1,1932391
4096,4095,Paralelo V2,1734504
4096,1,Secuencial,28
4096,1,Paralelo V1,149
4096,2,Paralelo V1,199
4096,4,Paralelo V1,391
4096,8,Paralelo V1,1849
4096,16,Paralelo V1,6818
4096,32,Paralelo V1,16400
4096,64,Paralelo V1,27819
4096,128,Paralelo V1,54281
4096,256,Paralelo V1,84902
4096,512,Paralelo V1,167285
4096,1024,Paralelo V1,343486
4096,2048,Paralelo V1,770911
4096,4096,Paralelo V1,1789973
4096,4095,Paralelo V2,1681579
4096,1,Secuencial,22
4096,1,Paralelo V1,49
4096,2,Paralelo V1,92
4096,4,Paralelo V1,191
4096,8,Paralelo V1,876
4096,16,Paralelo V1,3255
4096,32,Paralelo V1,10141
4096,64,Paralelo V1,18739
4096,128,Paralelo V1,40141
4096,256,Paralelo V1,90100
4096,512,Paralelo V1,169508
4096,1024,Paralelo V1,394913
4096,2048,Paralelo V1,724039
4096,4096,Paralelo V1,1587754
4096,4095,Paralelo V2,1672683
4096,1,Secuencial,22
4096,1,Paralelo V1,43
4096,2,Paralelo V1,106
4096,4,Paralelo V1,183
4096,8,Paralelo V1,908
4096,16,Paralelo V1,3315
4096,32,Paralelo V1,9753
4096,64,Paralelo V1,18624
4096,128,Paralelo V1,44147
4096,256,Paralelo V1,83118
4096,512,Paralelo V1,178697
4096,1024,Paralelo V1,372922
4096,2048,Paralelo V1,825164
4096,4096,Paralelo V1,1723532
4096,4095,Paralelo V2,1926129
4096,1,Secuencial,28
4096,1,Paralelo V1,96
4096,2,Paralelo V1,209
4096,4,Paralelo V1,407
4096,8,Paralelo V1,2012
4096,16,Paralelo V1,7609
4096,32,Paralelo V1,15411
4096,64,Paralelo V1,22207
4096,128,Paralelo V1,42682
4096,256,Paralelo V1,83514
4096,512,Paralelo V1,161207
4096,1024,Paralelo V1,327368
4096,2048,Paralelo V1,874984
4096,4096,Paralelo V1,1940067
4096,4095,Paralelo V2,1803293
4096,1,Secuencial,28
4096,1,Paralelo V1,167
4096,2,Paralelo V1,173
4096,4,Paralelo V1,318
4096,8,Paralelo V1,1378
4096,16,Paralelo V1,5128
4096,32,Paralelo V1,12941
4096,64,Paralelo V1,27207
4096,128,Paralelo V1,64900
4096,256,Paralelo V1,86721
4096,512,Paralelo V1,207483
4096,1024,Paralelo V1,496069
4096,2048,Paralelo V1,779126
4096,4096,Paralelo V1,2247055
4096,4095,Paralelo V2,1434048
4096,1,Secuencial,22
4096,1,Paralelo V1,48
4096,2,Paralelo V1,95
4096,4,Paralelo V1,184
4096,8,Paralelo V1,870
4096,16,Paralelo V1,3169
4096,32,Paralelo V1,9402
4096,64,Paralelo V1,17577
4096,128,Paralelo V1,47519
4096,256,Paralelo V1,131750
4096,512,Paralelo V1,202735
4096,1024,Paralelo V1,433955
4096,2048,Paralelo V1,811722
4096,4096,Paralelo V1,1860930
4096,4095,Paralelo V2,1764876
4096,1,Secuencial,22
4096,1,Paralelo V1,49
4096,2,Paralelo V1,121
4096,4,Paralelo V1,237
4096,8,Paralelo V1,959
4096,16,Paralelo V1,3321
4096,32,Paralelo V1,10374
4096,64,Paralelo V1,18333
4096,128,Paralelo V1,40692
4096,256,Paralelo V1,84370
4096,512,Paralelo V1,155107
4096,1024,Paralelo V1,340276
4096,2048,Paralelo V1,728662
4096,4096,Paralelo V1,1833530
4096,4095,Paralelo V2,1421350
4096,1,Secuencial,28
4096,1,Paralelo V1,51
4096,2,Paralelo V1,101
4096,4,Paralelo V1,207
4096,8,Paralelo V1,975
4096,16,Paralelo V1,3621
4096,32,Paralelo V1,10216
4096,64,Paralelo V1,17212
4096,128,Paralelo V1,42606
4096,256,Paralelo V1,84196
4096,512,Paralelo V1,157940
4096,1024,Paralelo V1,381825
4096,2048,Paralelo V1,746527
4096,4096,Paralelo V1,1863832
4096,4095,Paralelo V2,1854081
4096,1,Secuencial,28
4096,1,Paralelo V1,124
4096,2,Paralelo V1,133
4096,4,Paralelo V1,557
4096,8,Paralelo V1,1040
4096,16,Paralelo V1,3582
4096,32,Paralelo V1,9597
4096,64,Paralelo V1,17975
4096,128,Paralelo V1,41824
4096,256,Paralelo V1,103472
4096,512,Paralelo V1,205839
4096,1024,Paralelo V1,368193
4096,2048,Paralelo V1,712365
4096,4096,Paralelo V1,1678586
4096,4095,Paralelo V2,1633178
4096,1,Secuencial,28
4096,1,Paralelo V1,173
4096,2,Paralelo V1,271
4096,4,Paralelo V1,408
4096,8,Paralelo V1,1659
4096,16,Paralelo V1,5118
4096,32,Paralelo V1,11873
4096,64,Paralelo V1,19245
4096,128,Paralelo V1,41782
4096,256,Paralelo V1,82091
4096,512,Paralelo V1,166636
4096,1024,Paralelo V1,356154
4096,2048,Paralelo V1,758277
4096,4096,Paralelo V1,1799782
4096,4095,Paralelo V2,1722750
4096,1,Secuencial,22
4096,1,Paralelo V1,43
4096,2,Paralelo V1,91
4096,4,Paralelo V1,182
4096,8,Paralelo V1,869
4096,16,Paralelo V1,4738
4096,32,Paralelo V1,11658
4096,64,Paralelo V1,19818
4096,128,Paralelo V1,39918
4096,256,Paralelo V1,91072
4096,512,Paralelo V1,209111
4096,1024,Paralelo V1,361835
4096,2048,Paralelo V1,820863
4096,4096,Paralelo V1,1670772
4096,4095,Paralelo V2,1472214
4096,1,Secuencial,28
4096,1,Paralelo V1,143
4096,2,Paralelo V1,137
4096,4,Paralelo V1,254
4096,8,Paralelo V1,1218
4096,16,Paralelo V1,4280
4096,32,Paralelo V1,11306
4096,64,Paralelo V1,19183
4096,128,Paralelo V1,42571
4096,256,Paralelo V1,80358
4096,512,Paralelo V1,162294
4096,1024,Paralelo V1,333314
4096,2048,Paralelo V1,744618
4096,4096,Paralelo V1,1605412
4096,4095,Paralelo V2,1788217
4096,1,Secuencial,28
4096,1,Paralelo V1,162
4096,2,Paralelo V1,189
4096,4,Paralelo V1,401
4096,8,Paralelo V1,1856
4096,16,Paralelo V1,7107
4096,32,Paralelo V1,17434
4096,64,Paralelo V1,28509
4096,128,Paralelo V1,50704
4096,256,Paralelo V1,117336
4096,512,Paralelo V1,257279
4096,1024,Paralelo V1,543834
4096,2048,Paralelo V1,833076
4096,4096,Paralelo V1,1981861
4096,4095,Paralelo V2,1414903
4096,1,Secuencial,28
4096,1,Paralelo V1,51
4096,2,Paralelo V1,112
4096,4,Paralelo V1,216
4096,8,Paralelo V1,1010
4096,16,Paralelo V1,3611
4096,32,Paralelo V1,9927
4096,64,Paralelo V1,18948
4096,128,Paralelo V1,42488
4096,256,Paralelo V1,83719
4096,512,Paralelo V1,155804
4096,1024,Paralelo V1,323610
4096,2048,Paralelo V1,839261
4096,4096,Paralelo V1,2273848
4096,4095,Paralelo V2,1847535
4096,1,Secuencial,28
4096,1,Paralelo V1,91
4096,2,Paralelo V1,191
4096,4,Paralelo V1,304
4096,8,Paralelo V1,1710
4096,16,Paralelo V1,5237
4096,32,Paralelo V1,12844
4096,64,Paralelo V1,21284
4096,128,Paralelo V1,45847
4096,256,Paralelo V1,85219
4096,512,Paralelo V1,167553
4096,1024,Paralelo V1,358331
4096,2048,Paralelo V1,802196
4096,4096,Paralelo V1,1787332
4096,4095,Paralelo V2,1609782
4096,1,Secuencial,21
4096,1,Paralelo V1,49
4096,2,Paralelo V1,94
4096,4,Paralelo V1,186
4096,8,Paralelo V1,871
4096,16,Paralelo V1,3167
4096,32,Paralelo V1,11646
4096,64,Paralelo V1,20854
4096,128,Paralelo V1,44538
4096,256,Paralelo V1,86852
4096,512,Paralelo V1,190919
4096,1024,Paralelo V1,358664
4096,2048,Paralelo V1,786606
4096,4096,Paralelo V1,1727666
4096,4095,Paralelo V2,1638687
4096,1,Secuencial,28
4096,1,Paralelo V1,83
4096,2,Paralelo V1,117
4096,4,Paralelo V1,284
4096,8,Paralelo V1,1064
4096,16,Paralelo V1,3875
4096,32,Paralelo V1,9915
4096,64,Paralelo V1,17762
4096,128,Paralelo V1,48790
4096,256,Paralelo V1,85741
4096,512,Paralelo V1,169194
4096,1024,Paralelo V1,358719
4096,2048,Paralelo V1,948237
4096,4096,Paralelo V1,1810640
4096,4095,Paralelo V2,1782049
4096,1,Secuencial,22
4096,1,Paralelo V1,49
4096,2,Paralelo V1,97
4096,4,Paralelo V1,191
4096,8,Paralelo V1,896
4096,16,Paralelo V1,3216
4096,32,Paralelo V1,9787
4096,64,Paralelo V1,18843
4096,128,Paralelo V1,45966
4096,256,Paralelo V1,86665
4096,512,Paralelo V1,220796
4096,1024,Paralelo V1,356164
4096,2048,Paralelo V1,845344
4096,4096,Paralelo V1,1755475
4096,4095,Paralelo V2,1451188
4096,1,Secuencial,22
4096,1,Paralelo V1,50
4096,2,Paralelo V1,92
4096,4,Paralelo V1,198
4096,8,Paralelo V1,906
4096,16,Paralelo V1,3329
4096,32,Paralelo V1,9763
4096,64,Paralelo V1,17394
4096,128,Paralelo V1,38578
4096,256,Paralelo V1,98353
4096,512,Paralelo V1,166063
4096,1024,Paralelo V1,343612
4096,2048,Paralelo V1,791211
4096,4096,Paralelo V1,1710766
4096,4095,Paralelo V2,1655309
4096,1,Secuencial,28
8192,1,Paralelo V1,190
8192,2,Paralelo V1,250
8192,4,Paralelo V1,383
8192,8,Paralelo V1,1581
8192,16,Paralelo V1,5969
8192,32,Paralelo V1,12800
8192,64,Paralelo V1,22544
8192,128,Paralelo V1,57857
8192,256,Paralelo V1,126925
8192,512,Paralelo V1,235245
8192,1024,Paralelo V1,382069
8192,2048,Paralelo V1,780142
8192,4096,Paralelo V1,1726415
8192,1,Secuencial,55
8192,1,Paralelo V1,113
8192,2,Paralelo V1,227
8192,4,Paralelo V1,279
8192,8,Paralelo V1,1295
8192,16,Paralelo V1,4452
8192,32,Paralelo V1,11248
8192,64,Paralelo V1,19287
8192,128,Paralelo V1,42448
8192,256,Paralelo V1,82679
8192,512,Paralelo V1,165165
8192,1024,Paralelo V1,345706
8192,2048,Paralelo V1,730677
8192,4096,Paralelo V1,1685265
8192,1,Secuencial,57
8192,1,Paralelo V1,174
8192,2,Paralelo V1,518
8192,4,Paralelo V1,319
8192,8,Paralelo V1,1180
8192,16,Paralelo V1,4180
8192,32,Paralelo V1,10605
8192,64,Paralelo V1,19062
8192,128,Paralelo V1,43434
8192,256,Paralelo V1,80531
8192,512,Paralelo V1,167994
8192,1024,Paralelo V1,347651
8192,2048,Paralelo V1,732216
8192,4096,Paralelo V1,1819885
8192,1,Secuencial,57
8192,1,Paralelo V1,105
8192,2,Paralelo V1,178
8192,4,Paralelo V1,334
8192,8,Paralelo V1,1176
8192,16,Paralelo V1,4076
8192,32,Paralelo V1,10266
8192,64,Paralelo V1,19526
8192,128,Paralelo V1,41875
8192,256,Paralelo V1,82809
8192,512,Paralelo V1,159884
8192,1024,Paralelo V1,373654
8192,2048,Paralelo V1,727481
8192,4096,Paralelo V1,1642312
8192,1,Secuencial,57
8192,1,Paralelo V1,112
8192,2,Paralelo V1,157
8192,4,Paralelo V1,248
8192,8,Paralelo V1,1069
8192,16,Paralelo V1,3853
8192,32,Paralelo V1,9441
8192,64,Paralelo V1,20250
8192,128,Paralelo V1,46207
8192,256,Paralelo V1,82550
8192,512,Paralelo V1,162877
8192,1024,Paralelo V1,360489
8192,2048,Paralelo V1,811473
8192,4096,Paralelo V1,1851530
8192,1,Secuencial,57
8192,1,Paralelo V1,112
8192,2,Paralelo V1,173
8192,4,Paralelo V1,347
8192,8,Paralelo V1,1202
8192,16,Paralelo V1,4034
8192,32,Paralelo V1,9974
8192,64,Paralelo V1,19894
8192,128,Paralelo V1,43617
8192,256,Paralelo V1,84198
8192,512,Paralelo V1,165500
8192,1024,Paralelo V1,333340
8192,2048,Paralelo V1,791333
8192,4096,Paralelo V1,1940430
8192,1,Secuencial,57
8192,1,Paralelo V1,127
8192,2,Paralelo V1,292
8192,4,Paralelo V1,724
8192,8,Paralelo V1,2633
8192,16,Paralelo V1,8071
8192,32,Paralelo V1,15451
8192,64,Paralelo V1,21886
8192,128,Paralelo V1,42965
8192,256,Paralelo V1,99987
8192,512,Paralelo V1,180007
8192,1024,Paralelo V1,412717
8192,2048,Paralelo V1,810747
8192,4096,Paralelo V1,1943276
8192,1,Secuencial,37
8192,1,Paralelo V1,69
8192,2,Paralelo V1,118
8192,4,Paralelo V1,267
8192,8,Paralelo V1,982
8192,16,Paralelo V1,3365
8192,32,Paralelo V1,10165
8192,64,Paralelo V1,19518
8192,128,Paralelo V1,41663
8192,256,Paralelo V1,84977
8192,512,Paralelo V1,214466
8192,1024,Paralelo V1,396411
8192,2048,Paralelo V1,850939
8192,4096,Paralelo V1,1688179
8192,1,Secuencial,57
8192,1,Paralelo V1,134
8192,2,Paralelo V1,257
8192,4,Paralelo V1,449
8192,8,Paralelo V1,2068
8192,16,Paralelo V1,7068
8192,32,Paralelo V1,15211
8192,64,Paralelo V1,19718
8192,128,Paralelo V1,40318
8192,256,Paralelo V1,126242
8192,512,Paralelo V1,220058
8192,1024,Paralelo V1,428117
8192,2048,Paralelo V1,796391
8192,4096,Paralelo V1,1991548
8192,1,Secuencial,57
8192,1,Paralelo V1,114
8192,2,Paralelo V1,209
8192,4,Paralelo V1,246
8192,8,Paralelo V1,1139
8192,16,Paralelo V1,3893
8192,32,Paralelo V1,9971
8192,64,Paralelo V1,18875
8192,128,Paralelo V1,43404
8192,256,Paralelo V1,103347
8192,512,Paralelo V1,238764
8192,1024,Paralelo V1,405517
8192,2048,Paralelo V1,783792
8192,4096,Paralelo V1,1590913
8192,1,Secuencial,44
8192,1,Paralelo V1,76
8192,2,Paralelo V1,123
8192,4,Paralelo V1,269
8192,8,Paralelo V1,1107
8192,16,Paralelo V1,3383
8192,32,Paralelo V1,10103
8192,64,Paralelo V1,18178
8192,128,Paralelo V1,45159
8192,256,Paralelo V1,105561
8192,512,Paralelo V1,195671
8192,1024,Paralelo V1,355341
8192,2048,Paralelo V1,730881
8192,4096,Paralelo V1,1797473
8192,1,Secuencial,57
8192,1,Paralelo V1,99
8192,2,Paralelo V1,222
8192,4,Paralelo V1,423
8192,8,Paralelo V1,1496
8192,16,Paralelo V1,4989
8192,32,Paralelo V1,12090
8192,64,Paralelo V1,21721
8192,128,Paralelo V1,44223
8192,256,Paralelo V1,131810
8192,512,Paralelo V1,264048
8192,1024,Paralelo V1,397525
8192,2048,Paralelo V1,856205
8192,4096,Paralelo V1,1655248
8192,1,Secuencial,57
8192,1,Paralelo V1,96
8192,2,Paralelo V1,211
8192,4,Paralelo V1,318
8192,8,Paralelo V1,1594
8192,16,Paralelo V1,4913
8192,32,Paralelo V1,12071
8192,64,Paralelo V1,21980
8192,128,Paralelo V1,46700
8192,256,Paralelo V1,111720
8192,512,Paralelo V1,220728
8192,1024,Paralelo V1,391470
8192,2048,Paralelo V1,795072
8192,4096,Paralelo V1,1660239
8192,1,Secuencial,57
8192,1,Paralelo V1,116
8192,2,Paralelo V1,192
8192,4,Paralelo V1,403
8192,8,Paralelo V1,1480
8192,16,Paralelo V1,5189
8192,32,Paralelo V1,11020
8192,64,Paralelo V1,19381
8192,128,Paralelo V1,41368
8192,256,Paralelo V1,94410
8192,512,Paralelo V1,178630
8192,1024,Paralelo V1,355209
8192,2048,Paralelo V1,760548
8192,4096,Paralelo V1,1829761
8192,1,Secuencial,57
8192,1,Paralelo V1,114
8192,2,Paralelo V1,140
8192,4,Paralelo V1,252
8192,8,Paralelo V1,1210
8192,16,Paralelo V1,4544
8192,32,Paralelo V1,10405
8192,64,Paralelo V1,19778
8192,128,Paralelo V1,42888
8192,256,Paralelo V1,96014
8192,512,Paralelo V1,176927
8192,1024,Paralelo V1,367220
8192,2048,Paralelo V1,790627
8192,4096,Paralelo V1,1913649
8192,1,Secuencial,57
8192,1,Paralelo V1,98
8192,2,Paralelo V1,210
8192,4,Paralelo V1,399
8192,8,Paralelo V1,1642
8192,16,Paralelo V1,4751
8192,32,Paralelo V1,11305
8192,64,Paralelo V1,20271
8192,128,Paralelo V1,41160
8192,256,Paralelo V1,96720
8192,512,Paralelo V1,181925
8192,1024,Paralelo V1,391574
8192,2048,Paralelo V1,1026824
8192,4096,Paralelo V1,1828237
8192,1,Secuencial,57
8192,1,Paralelo V1,138
8192,2,Paralelo V1,280
8192,4,Paralelo V1,438
8192,8,Paralelo V1,1230
8192,16,Paralelo V1,3965
8192,32,Paralelo V1,10839
8192,64,Paralelo V1,19488
8192,128,Paralelo V1,42761
8192,256,Paralelo V1,89700
8192,512,Paralelo V1,174476
8192,1024,Paralelo V1,355106
8192,2048,Paralelo V1,752930
8192,4096,Paralelo V1,1634574
8192,1,Secuencial,57
8192,1,Paralelo V1,78
8192,2,Paralelo V1,145
8192,4,Paralelo V1,262
8192,8,Paralelo V1,1100
8192,16,Paralelo V1,3807
8192,32,Paralelo V1,9195
8192,64,Paralelo V1,17480
8192,128,Paralelo V1,39519
8192,256,Paralelo V1,100017
8192,512,Paralelo V1,213273
8192,1024,Paralelo V1,375112
8192,2048,Paralelo V1,922930
8192,4096,Paralelo V1,2098275
8192,1,Secuencial,57
8192,1,Paralelo V1,129
8192,2,Paralelo V1,231
8192,4,Paralelo V1,305
8192,8,Paralelo V1,1279
8192,16,Paralelo V1,4123
8192,32,Paralelo V1,10769
8192,64,Paralelo V1,19228
8192,128,Paralelo V1,40436
8192,256,Paralelo V1,123139
8192,512,Paralelo V1,187090
8192,1024,Paralelo V1,404382
8192,2048,Paralelo V1,965583
8192,4096,Paralelo V1,1816742
8192,1,Secuencial,57
8192,1,Paralelo V1,93
8192,2,Paralelo V1,205
8192,4,Paralelo V1,287
8192,8,Paralelo V1,1662
8192,16,Paralelo V1,4537
8192,32,Paralelo V1,10323
8192,64,Paralelo V1,18114
8192,128,Paralelo V1,43130
8192,256,Paralelo V1,106670
8192,512,Paralelo V1,227993
8192,1024,Paralelo V1,345804
8192,2048,Paralelo V1,748394
8192,4096,Paralelo V1,1856532
8192,1,Secuencial,57
8192,1,Paralelo V1,178
8192,2,Paralelo V1,185
8192,4,Paralelo V1,337
8192,8,Paralelo V1,1194
8192,16,Paralelo V1,4209
8192,32,Paralelo V1,11328
8192,64,Paralelo V1,18610
8192,128,Paralelo V1,49454
8192,256,Paralelo V1,107434
8192,512,Paralelo V1,220842
8192,1024,Paralelo V1,434260
8192,2048,Paralelo V1,990184
8192,4096,Paralelo V1,1856754
8192,1,Secuencial,56
8192,1,Paralelo V1,112
8192,2,Paralelo V1,154
8192,4,Paralelo V1,393
8192,8,Paralelo V1,1378
8192,16,Paralelo V1,4151
8192,32,Paralelo V1,10059
8192,64,Paralelo V1,19094
8192,128,Paralelo V1,44775
8192,256,Paralelo V1,100257
8192,512,Paralelo V1,177189
8192,1024,Paralelo V1,365531
8192,2048,Paralelo V1,914677
8192,4096,Paralelo V1,1834916
8192,1,Secuencial,57
8192,1,Paralelo V1,108
8192,2,Paralelo V1,195
8192,4,Paralelo V1,346
8192,8,Paralelo V1,1262
8192,16,Paralelo V1,4247
8192,32,Paralelo V1,10820
8192,64,Paralelo V1,18527
8192,128,Paralelo V1,39952
8192,256,Paralelo V1,97948
8192,512,Paralelo V1,183234
8192,1024,Paralelo V1,355574
8192,2048,Paralelo V1,807552
8192,4096,Paralelo V1,1634443
8192,1,Secuencial,57
8192,1,Paralelo V1,96
8192,2,Paralelo V1,190
8192,4,Paralelo V1,462
8192,8,Paralelo V1,1371
8192,16,Paralelo V1,3819
8192,32,Paralelo V1,9060
8192,64,Paralelo V1,18189
8192,128,Paralelo V1,44421
8192,256,Paralelo V1,107893
8192,512,Paralelo V1,188424
8192,1024,Paralelo V1,361413
8192,2048,Paralelo V1,772421
8192,4096,Paralelo V1,1897333
8192,1,Secuencial,57
8192,1,Paralelo V1,405
8192,2,Paralelo V1,204
8192,4,Paralelo V1,527
8192,8,Paralelo V1,1453
8192,16,Paralelo V1,4510
8192,32,Paralelo V1,11787
8192,64,Paralelo V1,22237
8192,128,Paralelo V1,46243
8192,256,Paralelo V1,101209
8192,512,Paralelo V1,187932
8192,1024,Paralelo V1,395302
8192,2048,Paralelo V1,962490
8192,4096,Paralelo V1,1734029
8192,1,Secuencial,57
8192,1,Paralelo V1,111
8192,2,Paralelo V1,231
8192,4,Paralelo V1,574
8192,8,Paralelo V1,1419
8192,16,Paralelo V1,5031
8192,32,Paralelo V1,11198
8192,64,Paralelo V1,22495
8192,128,Paralelo V1,46664
8192,256,Paralelo V1,105978
8192,512,Paralelo V1,226935
8192,1024,Paralelo V1,379770
8192,2048,Paralelo V1,896488
8192,4096,Paralelo V1,1819229
8192,1,Secuencial,57
8192,1,Paralelo V1,109
8192,2,Paralelo V1,244
8192,4,Paralelo V1,487
8192,8,Paralelo V1,2422
8192,16,Paralelo V1,7127
8192,32,Paralelo V1,15356
8192,64,Paralelo V1,31270
8192,128,Paralelo V1,51100
8192,256,Paralelo V1,119345
8192,512,Paralelo V1,204813
8192,1024,Paralelo V1,402247
8192,2048,Paralelo V1,844204
8192,4096,Paralelo V1,1972947
8192,1,Secuencial,57
8192,1,Paralelo V1,92
8192,2,Paralelo V1,243
8192,4,Paralelo V1,323
8192,8,Paralelo V1,1319
8192,16,Paralelo V1,4995
8192,32,Paralelo V1,11410
8192,64,Paralelo V1,20990
8192,128,Paralelo V1,45865
8192,256,Paralelo V1,122008
8192,512,Paralelo V1,263338
8192,1024,Paralelo V1,366652
8192,2048,Paralelo V1,784393
8192,4096,Paralelo V1,1714164
8192,1,Secuencial,37
8192,1,Paralelo V1,76
8192,2,Paralelo V1,138
8192,4,Paralelo V1,202
8192,8,Paralelo V1,853
8192,16,Paralelo V1,3354
8192,32,Paralelo V1,10257
8192,64,Paralelo V1,19605
8192,128,Paralelo V1,41172
8192,256,Paralelo V1,95138
8192,512,Paralelo V1,184983
8192,1024,Paralelo V1,373531
8192,2048,Paralelo V1,828987
8192,4096,Paralelo V1,1920350
8192,1,Secuencial,37
8192,1,Paralelo V1,85
8192,2,Paralelo V1,123
8192,4,Paralelo V1,349
8192,8,Paralelo V1,1296
8192,16,Paralelo V1,3296
8192,32,Paralelo V1,9959
8192,64,Paralelo V1,19675
8192,128,Paralelo V1,43859
8192,256,Paralelo V1,94168
8192,512,Paralelo V1,182906
8192,1024,Paralelo V1,482925
8192,2048,Paralelo V1,803921
8192,4096,Paralelo V1,1906693
8192,1,Secuencial,57
8192,1,Paralelo V1,125
8192,2,Paralelo V1,230
8192,4,Paralelo V1,436
8192,8,Paralelo V1,1685
8192,16,Paralelo V1,5718
8192,32,Paralelo V1,16273
8192,64,Paralelo V1,29003
8192,128,Paralelo V1,47720
8192,256,Paralelo V1,94261
8192,512,Paralelo V1,241185
8192,1024,Paralelo V1,405465
8192,2048,Paralelo V1,821725
8192,4096,Paralelo V1,1831838
8192,1,Secuencial,57
8192,1,Paralelo V1,155
8192,2,Paralelo V1,268
8192,4,Paralelo V1,533
8192,8,Paralelo V1,2149
8192,16,Paralelo V1,7650
8192,32,Paralelo V1,13679
8192,64,Paralelo V1,22147
8192,128,Paralelo V1,43174
8192,256,Paralelo V1,110325
8192,512,Paralelo V1,266952
8192,1024,Paralelo V1,388511
8192,2048,Paralelo V1,738104
8192,4096,Paralelo V1,1908399
8192,1,Secuencial,57
8192,1,Paralelo V1,109
8192,2,Paralelo V1,201
8192,4,Paralelo V1,371
