Tamaño,Hilos,algoritmo,tiempo
2048,4,Paralelo V1,157
2048,4,Paralelo V1,175
2048,2047,Paralelo V2,786169
2048,1,Secuencial,6
2048,4,Paralelo V1,22
2048,4,Paralelo V1,41
2048,4,Paralelo V1,61
2048,4,Paralelo V1,81
2048,4,Paralelo V1,102
2048,4,Paralelo V1,122
2048,4,Paralelo V1,142
2048,4,Paralelo V1,162
2048,4,Paralelo V1,183
2048,4,Paralelo V1,202
2048,2047,Paralelo V2,731622
2048,1,Secuencial,6
2048,4,Paralelo V1,39
2048,4,Paralelo V1,64
2048,4,Paralelo V1,91
2048,4,Paralelo V1,123
2048,4,Paralelo V1,155
2048,4,Paralelo V1,186
2048,4,Paralelo V1,218
2048,4,Paralelo V1,243
2048,4,Paralelo V1,270
2048,4,Paralelo V1,295
2048,2047,Paralelo V2,687676
2048,1,Secuencial,6
2048,4,Paralelo V1,21
2048,4,Paralelo V1,40
2048,4,Paralelo V1,59
2048,4,Paralelo V1,99
2048,4,Paralelo V1,181
2048,4,Paralelo V1,265
2048,4,Paralelo V1,332
2048,4,Paralelo V1,379
2048,4,Paralelo V1,422
2048,4,Paralelo V1,447
2048,2047,Paralelo V2,715116
2048,1,Secuencial,5
2048,4,Paralelo V1,21
2048,4,Paralelo V1,39
2048,4,Paralelo V1,58
2048,4,Paralelo V1,77
2048,4,Paralelo V1,118
2048,4,Paralelo V1,137
2048,4,Paralelo V1,157
2048,4,Paralelo V1,177
2048,4,Paralelo V1,195
2048,4,Paralelo V1,214
2048,2047,Paralelo V2,614971
2048,1,Secuencial,6
2048,4,Paralelo V1,26
2048,4,Paralelo V1,44
2048,4,Paralelo V1,64
2048,4,Paralelo V1,94
2048,4,Paralelo V1,119
2048,4,Paralelo V1,138
2048,4,Paralelo V1,157
2048,4,Paralelo V1,175
2048,4,Paralelo V1,195
2048,4,Paralelo V1,214
2048,2047,Paralelo V2,664331
2048,1,Secuencial,4
2048,4,Paralelo V1,18
2048,4,Paralelo V1,34
2048,4,Paralelo V1,50
2048,4,Paralelo V1,67
2048,4,Paralelo V1,85
2048,4,Paralelo V1,102
2048,4,Paralelo V1,119
2048,4,Paralelo V1,134
2048,4,Paralelo V1,151
2048,4,Paralelo V1,168
2048,2047,Paralelo V2,791769
2048,1,Secuencial,4
4096,4,Paralelo V1,19
4096,4,Paralelo V1,36
4096,4,Paralelo V1,54
4096,4,Paralelo V1,70
4096,4,Paralelo V1,88
4096,4,Paralelo V1,106
4096,4,Paralelo V1,123
4096,4,Paralelo V1,139
4096,4,Paralelo V1,157
4096,4,Paralelo V1,174
4096,4095,Paralelo V2,1518065
4096,1,Secuencial,13
4096,4,Paralelo V1,35
4096,4,Paralelo V1,106
4096,4,Paralelo V1,199
4096,4,Paralelo V1,261
4096,4,Paralelo V1,287
4096,4,Paralelo V1,307
4096,4,Paralelo V1,328
4096,4,Paralelo V1,349
4096,4,Paralelo V1,378
4096,4,Paralelo V1,398
4096,4095,Paralelo V2,1673720
4096,1,Secuencial,14
4096,4,Paralelo V1,88
4096,4,Paralelo V1,154
4096,4,Paralelo V1,188
4096,4,Paralelo V1,217
4096,4,Paralelo V1,249
4096,4,Paralelo V1,283
4096,4,Paralelo V1,314
4096,4,Paralelo V1,344
4096,4,Paralelo V1,375
4096,4,Paralelo V1,404
4096,4095,Paralelo V2,1610170
4096,1,Secuencial,13
4096,4,Paralelo V1,26
4096,4,Paralelo V1,51
4096,4,Paralelo V1,74
4096,4,Paralelo V1,94
4096,4,Paralelo V1,117
4096,4,Paralelo V1,140
4096,4,Paralelo V1,163
4096,4,Paralelo V1,184
4096,4,Paralelo V1,204
4096,4,Paralelo V1,224
4096,4095,Paralelo V2,1780904
4096,1,Secuencial,13
4096,4,Paralelo V1,54
4096,4,Paralelo V1,143
4096,4,Paralelo V1,204
4096,4,Paralelo V1,239
4096,4,Paralelo V1,260
4096,4,Paralelo V1,286
4096,4,Paralelo V1,306
4096,4,Paralelo V1,327
4096,4,Paralelo V1,347
4096,4,Paralelo V1,373
4096,4095,Paralelo V2,1384713
4096,1,Secuencial,10
4096,4,Paralelo V1,21
4096,4,Paralelo V1,38
4096,4,Paralelo V1,56
4096,4,Paralelo V1,73
4096,4,Paralelo V1,91
4096,4,Paralelo V1,109
4096,4,Paralelo V1,128
4096,4,Paralelo V1,145
4096,4,Paralelo V1,163
4096,4,Paralelo V1,180
4096,4095,Paralelo V2,1443536
4096,1,Secuencial,13
4096,4,Paralelo V1,22
4096,4,Paralelo V1,42
4096,4,Paralelo V1,63
4096,4,Paralelo V1,84
4096,4,Paralelo V1,107
4096,4,Paralelo V1,128
4096,4,Paralelo V1,149
4096,4,Paralelo V1,171
4096,4,Paralelo V1,194
4096,4,Paralelo V1,215
4096,4095,Paralelo V2,1443998
4096,1,Secuencial,13
4096,4,Paralelo V1,36
4096,4,Paralelo V1,57
4096,4,Paralelo V1,78
4096,4,Paralelo V1,97
4096,4,Paralelo V1,116
4096,4,Paralelo V1,136
4096,4,Paralelo V1,155
4096,4,Paralelo V1,174
4096,4,Paralelo V1,193
4096,4,Paralelo V1,212
4096,4095,Paralelo V2,1981500
4096,1,Secuencial,13
4096,4,Paralelo V1,92
4096,4,Paralelo V1,160
4096,4,Paralelo V1,197
4096,4,Paralelo V1,233
4096,4,Paralelo V1,262
4096,4,Paralelo V1,327
4096,4,Paralelo V1,363
4096,4,Paralelo V1,398
4096,4,Paralelo V1,433
4096,4,Paralelo V1,466
4096,4095,Paralelo V2,1654003
4096,1,Secuencial,13
4096,4,Paralelo V1,93
4096,4,Paralelo V1,116
4096,4,Paralelo V1,138
4096,4,Paralelo V1,168
4096,4,Paralelo V1,195
4096,4,Paralelo V1,222
4096,4,Paralelo V1,242
4096,4,Paralelo V1,269
4096,4,Paralelo V1,290
4096,4,Paralelo V1,316
4096,4095,Paralelo V2,1586731
4096,1,Secuencial,13
8192,4,Paralelo V1,24
8192,4,Paralelo V1,44
8192,4,Paralelo V1,65
8192,4,Paralelo V1,83
8192,4,Paralelo V1,104
8192,4,Paralelo V1,124
8192,4,Paralelo V1,144
8192,4,Paralelo V1,163
8192,4,Paralelo V1,183
8192,4,Paralelo V1,202
8192,1,Secuencial,24
8192,4,Paralelo V1,19
8192,4,Paralelo V1,37
8192,4,Paralelo V1,57
8192,4,Paralelo V1,77
8192,4,Paralelo V1,96
8192,4,Paralelo V1,116
8192,4,Paralelo V1,136
8192,4,Paralelo V1,155
8192,4,Paralelo V1,175
8192,4,Paralelo V1,194
8192,1,Secuencial,23
8192,4,Paralelo V1,20
8192,4,Paralelo V1,40
8192,4,Paralelo V1,59
8192,4,Paralelo V1,79
8192,4,Paralelo V1,104
8192,4,Paralelo V1,123
8192,4,Paralelo V1,144
8192,4,Paralelo V1,164
8192,4,Paralelo V1,184
8192,4,Paralelo V1,203
8192,1,Secuencial,22
8192,4,Paralelo V1,19
8192,4,Paralelo V1,38
8192,4,Paralelo V1,57
8192,4,Paralelo V1,76
8192,4,Paralelo V1,96
8192,4,Paralelo V1,115
8192,4,Paralelo V1,134
8192,4,Paralelo V1,153
8192,4,Paralelo V1,173
8192,4,Paralelo V1,192
8192,1,Secuencial,22
8192,4,Paralelo V1,19
8192,4,Paralelo V1,38
8192,4,Paralelo V1,57
8192,4,Paralelo V1,78
8192,4,Paralelo V1,99
8192,4,Paralelo V1,119
8192,4,Paralelo V1,141
8192,4,Paralelo V1,160
8192,4,Paralelo V1,178
8192,4,Paralelo V1,197
8192,1,Secuencial,22
8192,4,Paralelo V1,19
8192,4,Paralelo V1,38
8192,4,Paralelo V1,57
8192,4,Paralelo V1,77
8192,4,Paralelo V1,96
8192,4,Paralelo V1,114
8192,4,Paralelo V1,133
8192,4,Paralelo V1,152
8192,4,Paralelo V1,171
8192,4,Paralelo V1,190
8192,1,Secuencial,21
8192,4,Paralelo V1,22
8192,4,Paralelo V1,42
8192,4,Paralelo V1,61
8192,4,Paralelo V1,80
8192,4,Paralelo V1,99
8192,4,Paralelo V1,119
8192,4,Paralelo V1,138
8192,4,Paralelo V1,157
8192,4,Paralelo V1,176
8192,4,Paralelo V1,195
8192,1,Secuencial,23
8192,4,Paralelo V1,19
8192,4,Paralelo V1,38
8192,4,Paralelo V1,57
8192,4,Paralelo V1,76
8192,4,Paralelo V1,96
8192,4,Paralelo V1,114
8192,4,Paralelo V1,133
8192,4,Paralelo V1,152
8192,4,Paralelo V1,176
8192,4,Paralelo V1,202
8192,1,Secuencial,22
8192,4,Paralelo V1,30
8192,4,Paralelo V1,55
8192,4,Paralelo V1,80
8192,4,Paralelo V1,105
8192,4,Paralelo V1,129
8192,4,Paralelo V1,154
8192,4,Paralelo V1,175
8192,4,Paralelo V1,194
8192,4,Paralelo V1,213
8192,4,Paralelo V1,232
8192,1,Secuencial,22
8192,4,Paralelo V1,19
8192,4,Paralelo V1,37
8192,4,Paralelo V1,56
8192,4,Paralelo V1,76
8192,4,Paralelo V1,105
8192,4,Paralelo V1,133
8192,4,Paralelo V1,159
8192,4,Paralelo V1,184
8192,4,Paralelo V1,209
8192,4,Paralelo V1,236
8192,1,Secuencial,23
16384,4,Paralelo V1,21
16384,4,Paralelo V1,46
16384,4,Paralelo V1,67
16384,4,Paralelo V1,87
16384,4,Paralelo V1,113
16384,4,Paralelo V1,134
16384,4,Paralelo V1,154
16384,4,Paralelo V1,174
16384,4,Paralelo V1,203
16384,4,Paralelo V1,235
16384,1,Secuencial,49
16384,4,Paralelo V1,33
16384,4,Paralelo V1,58
16384,4,Paralelo V1,79
16384,4,Paralelo V1,100
16384,4,Paralelo V1,120
16384,4,Paralelo V1,140
16384,4,Paralelo V1,160
16384,4,Paralelo V1,179
16384,4,Paralelo V1,204
16384,4,Paralelo V1,224
16384,1,Secuencial,50
16384,4,Paralelo V1,34
16384,4,Paralelo V1,62
16384,4,Paralelo V1,95
16384,4,Paralelo V1,120
16384,4,Paralelo V1,140
16384,4,Paralelo V1,160
16384,4,Paralelo V1,181
16384,4,Paralelo V1,201
16384,4,Paralelo V1,221
16384,4,Paralelo V1,242
16384,1,Secuencial,49
16384,4,Paralelo V1,20
16384,4,Paralelo V1,41
16384,4,Paralelo V1,83
16384,4,Paralelo V1,113
16384,4,Paralelo V1,133
16384,4,Paralelo V1,153
16384,4,Paralelo V1,173
16384,4,Paralelo V1,191
16384,4,Paralelo V1,213
16384,4,Paralelo V1,233
16384,1,Secuencial,51
16384,4,Paralelo V1,20
16384,4,Paralelo V1,39
16384,4,Paralelo V1,66
16384,4,Paralelo V1,87
16384,4,Paralelo V1,107
16384,4,Paralelo V1,126
16384,4,Paralelo V1,163
16384,4,Paralelo V1,188
16384,4,Paralelo V1,208
16384,4,Paralelo V1,228
16384,1,Secuencial,54
16384,4,Paralelo V1,19
16384,4,Paralelo V1,40
16384,4,Paralelo V1,61
16384,4,Paralelo V1,81
16384,4,Paralelo V1,101
16384,4,Paralelo V1,120
16384,4,Paralelo V1,140
16384,4,Paralelo V1,161
16384,4,Paralelo V1,181
16384,4,Paralelo V1,201
16384,1,Secuencial,54
16384,4,Paralelo V1,36
16384,4,Paralelo V1,61
16384,4,Paralelo V1,88
16384,4,Paralelo V1,121
16384,4,Paralelo V1,153
16384,4,Paralelo V1,177
16384,4,Paralelo V1,198
16384,4,Paralelo V1,218
16384,4,Paralelo V1,239
16384,4,Paralelo V1,258
16384,1,Secuencial,51
16384,4,Paralelo V1,30
16384,4,Paralelo V1,62
16384,4,Paralelo V1,97
16384,4,Paralelo V1,129
16384,4,Paralelo V1,154
16384,4,Paralelo V1,174
16384,4,Paralelo V1,195
16384,4,Paralelo V1,215
16384,4,Paralelo V1,236
16384,4,Paralelo V1,256
16384,1,Secuencial,54
16384,4,Paralelo V1,21
16384,4,Paralelo V1,41
16384,4,Paralelo V1,61
16384,4,Paralelo V1,89
16384,4,Paralelo V1,116
16384,4,Paralelo V1,136
16384,4,Paralelo V1,157
16384,4,Paralelo V1,177
16384,4,Paralelo V1,198
16384,4,Paralelo V1,218
16384,1,Secuencial,52
16384,4,Paralelo V1,20
16384,4,Paralelo V1,40
16384,4,Paralelo V1,61
16384,4,Paralelo V1,87
16384,4,Paralelo V1,108
16384,4,Paralelo V1,128
16384,4,Paralelo V1,148
16384,4,Paralelo V1,204
16384,4,Paralelo V1,241
16384,4,Paralelo V1,261
16384,1,Secuencial,55
32768,4,Paralelo V1,23
32768,4,Paralelo V1,43
32768,4,Paralelo V1,66
32768,4,Paralelo V1,88
32768,4,Paralelo V1,110
32768,4,Paralelo V1,132
32768,4,Paralelo V1,155
32768,4,Paralelo V1,176
32768,4,Paralelo V1,212
32768,4,Paralelo V1,238
32768,1,Secuencial,105
32768,4,Paralelo V1,22
32768,4,Paralelo V1,44
32768,4,Paralelo V1,67
32768,4,Paralelo V1,89
32768,4,Paralelo V1,111
32768,4,Paralelo V1,132
32768,4,Paralelo V1,153
32768,4,Paralelo V1,174
32768,4,Paralelo V1,196
32768,4,Paralelo V1,218
32768,1,Secuencial,105
32768,4,Paralelo V1,22
32768,4,Paralelo V1,50
32768,4,Paralelo V1,73
32768,4,Paralelo V1,94
32768,4,Paralelo V1,116
32768,4,Paralelo V1,138
32768,4,Paralelo V1,159
32768,4,Paralelo V1,180
32768,4,Paralelo V1,201
32768,4,Paralelo V1,221
32768,1,Secuencial,103
32768,4,Paralelo V1,22
32768,4,Paralelo V1,49
32768,4,Paralelo V1,77
32768,4,Paralelo V1,100
32768,4,Paralelo V1,121
32768,4,Paralelo V1,143
32768,4,Paralelo V1,165
32768,4,Paralelo V1,186
32768,4,Paralelo V1,214
32768,4,Paralelo V1,236
32768,1,Secuencial,94
32768,4,Paralelo V1,29
32768,4,Paralelo V1,56
32768,4,Paralelo V1,83
32768,4,Paralelo V1,110
32768,4,Paralelo V1,138
32768,4,Paralelo V1,165
32768,4,Paralelo V1,186
32768,4,Paralelo V1,214
32768,4,Paralelo V1,237
32768,4,Paralelo V1,258
32768,1,Secuencial,94
32768,4,Paralelo V1,22
32768,4,Paralelo V1,49
32768,4,Paralelo V1,76
32768,4,Paralelo V1,102
32768,4,Paralelo V1,124
32768,4,Paralelo V1,146
32768,4,Paralelo V1,173
32768,4,Paralelo V1,201
32768,4,Paralelo V1,222
32768,4,Paralelo V1,244
32768,1,Secuencial,104
32768,4,Paralelo V1,51
32768,4,Paralelo V1,72
32768,4,Paralelo V1,94
32768,4,Paralelo V1,116
32768,4,Paralelo V1,138
32768,4,Paralelo V1,159
32768,4,Paralelo V1,181
32768,4,Paralelo V1,203
32768,4,Paralelo V1,225
32768,4,Paralelo V1,246
32768,1,Secuencial,103
32768,4,Paralelo V1,21
32768,4,Paralelo V1,43
32768,4,Paralelo V1,66
32768,4,Paralelo V1,87
32768,4,Paralelo V1,109
32768,4,Paralelo V1,130
32768,4,Paralelo V1,151
32768,4,Paralelo V1,172
32768,4,Paralelo V1,195
32768,4,Paralelo V1,215
32768,1,Secuencial,105
32768,4,Paralelo V1,22
32768,4,Paralelo V1,43
32768,4,Paralelo V1,64
32768,4,Paralelo V1,85
32768,4,Paralelo V1,107
32768,4,Paralelo V1,129
32768,4,Paralelo V1,150
32768,4,Paralelo V1,171
32768,4,Paralelo V1,193
32768,4,Paralelo V1,215
32768,1,Secuencial,106
32768,4,Paralelo V1,23
32768,4,Paralelo V1,44
32768,4,Paralelo V1,67
32768,4,Paralelo V1,88
32768,4,Paralelo V1,111
32768,4,Paralelo V1,134
32768,4,Paralelo V1,155
32768,4,Paralelo V1,176
32768,4,Paralelo V1,198
32768,4,Paralelo V1,219
32768,1,Secuencial,114
65536,4,Paralelo V1,25
65536,4,Paralelo V1,49
65536,4,Paralelo V1,73
65536,4,Paralelo V1,97
65536,4,Paralelo V1,123
65536,4,Paralelo V1,148
65536,4,Paralelo V1,173
65536,4,Paralelo V1,197
65536,4,Paralelo V1,221
65536,4,Paralelo V1,245
65536,1,Secuencial,207
65536,4,Paralelo V1,35
65536,4,Paralelo V1,60
65536,4,Paralelo V1,87
65536,4,Paralelo V1,111
65536,4,Paralelo V1,151
65536,4,Paralelo V1,181
65536,4,Paralelo V1,211
65536,4,Paralelo V1,243
65536,4,Paralelo V1,269
65536,4,Paralelo V1,294
65536,1,Secuencial,210
65536,4,Paralelo V1,59
65536,4,Paralelo V1,89
65536,4,Paralelo V1,115
65536,4,Paralelo V1,139
65536,4,Paralelo V1,164
65536,4,Paralelo V1,189
65536,4,Paralelo V1,214
65536,4,Paralelo V1,238
65536,4,Paralelo V1,263
65536,4,Paralelo V1,308
65536,1,Secuencial,220
65536,4,Paralelo V1,34
65536,4,Paralelo V1,58
65536,4,Paralelo V1,106
65536,4,Paralelo V1,137
65536,4,Paralelo V1,167
65536,4,Paralelo V1,198
65536,4,Paralelo V1,229
65536,4,Paralelo V1,254
65536,4,Paralelo V1,280
65536,4,Paralelo V1,304
65536,1,Secuencial,199
65536,4,Paralelo V1,45
65536,4,Paralelo V1,77
65536,4,Paralelo V1,108
65536,4,Paralelo V1,133
65536,4,Paralelo V1,157
65536,4,Paralelo V1,181
65536,4,Paralelo V1,206
65536,4,Paralelo V1,235
65536,4,Paralelo V1,267
65536,4,Paralelo V1,296
65536,1,Secuencial,215
65536,4,Paralelo V1,42
65536,4,Paralelo V1,83
65536,4,Paralelo V1,114
65536,4,Paralelo V1,144
65536,4,Paralelo V1,174
65536,4,Paralelo V1,203
65536,4,Paralelo V1,228
65536,4,Paralelo V1,254
65536,4,Paralelo V1,278
65536,4,Paralelo V1,302
65536,1,Secuencial,210
65536,4,Paralelo V1,39
65536,4,Paralelo V1,63
65536,4,Paralelo V1,88
65536,4,Paralelo V1,113
65536,4,Paralelo V1,140
65536,4,Paralelo V1,166
65536,4,Paralelo V1,208
65536,4,Paralelo V1,232
65536,4,Paralelo V1,257
65536,4,Paralelo V1,281
65536,1,Secuencial,217
65536,4,Paralelo V1,65
65536,4,Paralelo V1,96
65536,4,Paralelo V1,122
65536,4,Paralelo V1,146
65536,4,Paralelo V1,172
65536,4,Paralelo V1,198
65536,4,Paralelo V1,225
65536,4,Paralelo V1,251
65536,4,Paralelo V1,278
65536,4,Paralelo V1,310
65536,1,Secuencial,213
65536,4,Paralelo V1,37
65536,4,Paralelo V1,68
65536,4,Paralelo V1,95
65536,4,Paralelo V1,119
65536,4,Paralelo V1,165
65536,4,Paralelo V1,194
65536,4,Paralelo V1,222
65536,4,Paralelo V1,246
65536,4,Paralelo V1,272
65536,4,Paralelo V1,297
65536,1,Secuencial,213
65536,4,Paralelo V1,51
65536,4,Paralelo V1,93
65536,4,Paralelo V1,126
65536,4,Paralelo V1,156
65536,4,Paralelo V1,189
65536,4,Paralelo V1,222
65536,4,Paralelo V1,249
65536,4,Paralelo V1,274
65536,4,Paralelo V1,311
65536,4,Paralelo V1,342
65536,1,Secuencial,206
